"","playerID","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","W","L","G.1","GS","CG","SHO","SV","IPouts","H.1","ER","HR.1","BB.1","SO.1","BAOpp","ERA","IBB.1","WP","HBP.1","BK","BFP","GF","R.1","SH.1","SF.1","GIDP.1","POS"
"4","hillaa01",116,313,32,72,18,0,6,39,7,2,31,54,0,1,0,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"5","hillaa01",116,313,32,72,18,0,6,39,7,2,31,54,0,1,0,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"6","inciaen01",132,524,73,159,27,5,6,45,21,10,26,58,0,4,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"7","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"8","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"9","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"10","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"11","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"12","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"13","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"14","pennicl01",33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"15","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"16","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"17","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"18","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"19","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"20","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"21","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"22","pennicl01",72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"39","trumbma01",46,174,23,45,10,3,9,23,0,0,10,39,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"40","trumbma01",46,174,23,45,10,3,9,23,0,0,10,39,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"41","trumbma01",46,174,23,45,10,3,9,23,0,0,10,39,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"42","trumbma01",46,174,23,45,10,3,9,23,0,0,10,39,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"43","trumbma01",96,334,39,88,13,0,13,41,0,0,26,93,1,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"44","trumbma01",96,334,39,88,13,0,13,41,0,0,26,93,1,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"45","trumbma01",96,334,39,88,13,0,13,41,0,0,26,93,1,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"46","trumbma01",96,334,39,88,13,0,13,41,0,0,26,93,1,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"47","bethach01",48,155,16,31,8,0,2,12,1,1,5,33,1,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"56","gosseph01",20,40,2,13,4,0,0,2,2,0,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"57","gosseph01",20,40,2,13,4,0,0,2,2,0,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"58","gosseph01",20,40,2,13,4,0,0,2,2,0,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"59","gosseph01",20,40,2,13,4,0,0,2,2,0,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"60","gosseph01",20,40,2,13,4,0,0,2,2,0,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"61","gosseph01",24,66,17,20,5,1,3,13,0,1,7,11,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"62","gosseph01",24,66,17,20,5,1,3,13,0,1,7,11,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"63","gosseph01",24,66,17,20,5,1,3,13,0,1,7,11,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"64","gosseph01",24,66,17,20,5,1,3,13,0,1,7,11,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"65","gosseph01",24,66,17,20,5,1,3,13,0,1,7,11,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"66","johnsch05",27,90,6,26,4,0,1,7,0,0,3,25,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"67","johnsch05",27,90,6,26,4,0,1,7,0,0,3,25,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"68","johnsch05",27,90,6,26,4,0,1,7,0,0,3,25,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"69","johnsch05",27,90,6,26,4,0,1,7,0,0,3,25,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"70","johnsch05",56,153,12,36,7,0,2,11,2,1,7,49,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"71","johnsch05",56,153,12,36,7,0,2,11,2,1,7,49,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"72","johnsch05",56,153,12,36,7,0,2,11,2,1,7,49,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"73","johnsch05",56,153,12,36,7,0,2,11,2,1,7,49,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"74","maybica01",141,505,65,135,18,2,10,59,23,6,45,102,1,1,1,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"76","simmoan01",147,535,60,142,23,2,4,44,5,3,39,48,6,6,1,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"86","clevest01",30,101,11,29,4,2,2,15,0,0,4,13,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"87","clevest01",30,101,11,29,4,2,2,15,0,0,4,13,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"88","deazaal01",24,61,12,16,4,1,0,3,2,2,12,14,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"89","deazaal01",24,61,12,16,4,1,0,3,2,2,12,14,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"90","deazaal01",24,61,12,16,4,1,0,3,2,2,12,14,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"91","deazaal01",30,103,16,22,4,1,3,7,2,2,7,34,2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"92","deazaal01",30,103,16,22,4,1,3,7,2,2,7,34,2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"93","deazaal01",30,103,16,22,4,1,3,7,2,2,7,34,2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"94","deazaal01",60,161,23,47,9,5,4,25,3,1,12,36,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"95","deazaal01",60,161,23,47,9,5,4,25,3,1,12,36,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"96","deazaal01",60,161,23,47,9,5,4,25,3,1,12,36,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"113","pearcst01",92,294,42,64,13,1,15,40,1,1,23,69,1,7,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"114","pearcst01",92,294,42,64,13,1,15,40,1,1,23,69,1,7,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"115","pearcst01",92,294,42,64,13,1,15,40,1,1,23,69,1,7,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"118","napolmi01",35,78,9,23,2,0,5,10,0,2,12,19,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"119","napolmi01",35,78,9,23,2,0,5,10,0,2,12,19,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"120","napolmi01",35,78,9,23,2,0,5,10,0,2,12,19,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"121","napolmi01",98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"122","napolmi01",98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"123","napolmi01",98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"124","navada01",29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"125","navada01",29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"126","navada01",29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"127","navada01",29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"128","navada01",31,73,7,17,2,0,1,3,1,0,12,19,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"129","navada01",31,73,7,17,2,0,1,3,1,0,12,19,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"130","navada01",31,73,7,17,2,0,1,3,1,0,12,19,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"131","navada01",31,73,7,17,2,0,1,3,1,0,12,19,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"133","beckhgo01",100,211,24,44,8,0,6,20,0,1,19,43,1,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"134","beckhgo01",100,211,24,44,8,0,6,20,0,1,19,43,1,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"135","beckhgo01",100,211,24,44,8,0,6,20,0,1,19,43,1,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"136","flowety01",112,331,21,79,12,0,9,39,0,1,21,104,0,6,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"137","flowety01",112,331,21,79,12,0,9,39,0,1,21,104,0,6,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"141","sotoge01",78,187,20,41,8,0,9,21,0,1,21,63,0,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"142","castiwe01",6,25,3,4,0,0,0,2,0,0,1,5,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"143","castiwe01",6,25,3,4,0,0,0,2,0,0,1,5,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"144","castiwe01",6,25,3,4,0,0,0,2,0,0,1,5,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"145","castiwe01",24,43,5,7,2,0,2,5,0,0,3,12,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"146","castiwe01",24,43,5,7,2,0,2,5,0,0,3,12,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"147","castiwe01",24,43,5,7,2,0,2,5,0,0,3,12,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"148","castiwe01",80,274,34,70,13,1,17,50,0,0,21,75,0,5,0,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"149","castiwe01",80,274,34,70,13,1,17,50,0,0,21,75,0,5,0,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"150","castiwe01",80,274,34,70,13,1,17,50,0,0,21,75,0,5,0,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"151","castrst01",151,547,52,145,23,2,11,69,5,5,21,91,6,5,1,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"152","castrst01",151,547,52,145,23,2,11,69,5,5,21,91,6,5,1,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS"
"153","coghlch01",148,440,64,110,25,6,16,41,11,2,58,94,6,3,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B"
"154","coghlch01",148,440,64,110,25,6,16,41,11,2,58,94,6,3,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B"
"155","coghlch01",148,440,64,110,25,6,16,41,11,2,58,94,6,3,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B"
"156","coghlch01",148,440,64,110,25,6,16,41,11,2,58,94,6,3,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"166","byrdma01",39,147,12,40,12,2,4,31,0,0,6,44,1,1,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
"167","byrdma01",39,147,12,40,12,2,4,31,0,0,6,44,1,1,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OF"
